genre,production,producer
Romance,0,Artmic
Romance,8,Asahi Broadcasting Corporation
Romance,0,Asahi Production
Romance,0,Asahi Shimbun
Romance,8,Asatsu DK
Romance,16,ASCII Media Works
Romance,3,Ashi Productions
Romance,0,ASIA Documentary Productions
Romance,8,Asmik Ace Entertainment
Romance,0,Assez Finaud Fabric
Romance,13,Atelier Musa
Romance,0,Atlus
Romance,35,AT-X
Romance,0,Aubec
Romance,0,Audio Highs
Romance,0,Audio Planning U
Romance,8,Audio Tanaka
Romance,0,Avaco Creative Studios
Romance,6,Avex Entertainment
Romance,1,Avex Pictures
Romance,0,AYCO
Romance,0,Azeta Pictures
Romance,0,Azumaker
Romance,3,Bandai
Romance,0,Bandai Entertainment
Romance,4,Bandai Namco Entertainment
Romance,0,Bandai Namco Live Creative
Romance,0,Bandai Namco Pictures
Romance,54,Bandai Visual
Romance,0,Banpresto
Romance,0,Baramiri
Romance,1,Barnum Studio
Romance,2,BEAM Entertainment
Romance,0,Beat Frog
Romance,0,Bee Media
Romance,0,Bee Train
Romance,0,BeeWorks
Romance,0,Beijing Sharaku Art
Romance,0,Beijing Sunchime Happy Culture Company
Romance,0,Being
Romance,0,Benesse Corporation
Romance,7,BeSTACK
Romance,1,Big Bang
Romance,1,BIGLOBE
Romance,5,Big West
Romance,0,bilibili
Romance,0,Bishop
Romance,0,Bitgang
Romance,0,Bliss Pictures
Romance,0,Blue Eyes
Romance,1,BMG Japan
Romance,0,BOOTLEG
Romance,0,Bouncy
Romance,0,BreakBottle
Romance,8,Broccoli
Romance,3,BS11
Romance,0,BS Fuji
Romance,1,BS-i
Romance,1,BS Japan
Romance,4,BS-TBS
Romance,7,Bushiroad
Romance,0,Byakuya Shobo
Romance,1,C2C
Romance,0,Calf Studio
Romance,0,Cammot
Romance,1,C &amp; I entertainment
Romance,0,Capcom
Romance,0,Carp Studio
Romance,0,Casio Entertainment
Romance,3,CBC
Romance,1,CBS
Romance,0,CCTV Animation Co. LTD
Romance,4,Chaos Project
Romance,1,chara-ani.com
Romance,0,CherryLips
Romance,0,ChiChinoya
Romance,0,Children&#039;s Playground Entertainment
Romance,0,Chrono Gear Creative
Romance,1,Chugai Mining Co.
Romance,0,Chungeorahm Film
Romance,0,Chuubu Nihon Kyouei
Romance,0,Cinema Tohoku
Romance,0,CinePix
Romance,0,Clarion
Romance,0,Coamix
Romance,0,Coastline Animation Studio
Romance,1,Code
Romance,0,Collaboration Works
Romance,2,comico
Romance,0,Comic Umenohone
Romance,4,CoMix Wave Films
Romance,0,Comstock
Romance,0,Cookie Jar Entertainment
Romance,5,Cosmic Ray
Romance,0,Cosmos
Romance,4,Cospa
Romance,0,Cotton Doll
Romance,0,Craftar
Romance,0,Cranberry
Romance,1,Creative Bridge
Romance,0,Creative Power Entertaining
Romance,0,CREi
Romance,0,Critical Mass Video
Romance,0,Crossphere
Romance,0,Crunchyroll
Romance,0,CyberAgent
Romance,0,CyberStep
Romance,2,Cyclone Graphics inc
Romance,0,D3
Romance,0,Daichi Doga
Romance,3,Daiei
Romance,1,Daiichikosho
Romance,0,Daiko
Romance,0,DandeLion Animation Studio LLC
Romance,0,Darts
Romance,0,D.A.S.T.
Romance,3,Daume
Romance,35,DAX Production
Romance,0,Decovocal
Romance,9,Delfi Sound
Romance,17,Dentsu
Romance,0,Dentsu Eigasha Tokyo
Romance,0,Diabolik Lovers MB Project
Romance,0,DiC Entertainment
Romance,0,Digital Frontier
Romance,0,Digital Media Lab
Romance,1,Digital Works
Romance,0,Digiturbo
Romance,0,Diomedea
Romance,0,Directions
Romance,1,Discovery
Romance,4,DIVE II Entertainment
Romance,0,DLE
Romance,2,Docomo Anime Store
Romance,0,DOGA Productions
Romance,0,Dongwoo A&amp;E
Romance,0,Dongyang Animation
Romance,2,Dream Creation
Romance,2,Dream Force
Romance,4,d-rights
Romance,4,Dwango
Romance,0,Dwango Music Entertainment
Romance,0,dwarf
Romance,3,Dynamic Planning
Romance,0,Dynamo Pictures
Romance,2,E&amp;G Films
Romance,0,Earth Star Entertainment
Romance,1,East Japan Marketing &amp; Communications
Romance,0,EBS
Romance,0,Echo
Romance,0,Echoes
Romance,0,EDGE
Romance,0,eigoMANGA
Romance,0,ElectromagneticWave
Romance,0,EMI
Romance,0,Emon
Romance,0,Enlight Pictures
Romance,0,Enoki Films
Romance,0,ensky
Romance,6,Enterbrain
Romance,0,Epoch
Romance,0,Evil Line Records
Romance,0,Eye Move
Romance,2,Fairy Dust
Romance,1,famima.com
Romance,0,Fanworks
Romance,1,Felix Film
Romance,3,feng
Romance,0,Fields
Romance,0,Filmlink International
Romance,1,Film Workshop
Romance,0,Five Ways
Romance,1,Flex Comics
Romance,18,flying DOG
Romance,0,F.M.F
Romance,0,Forecast Communications
Romance,0,FOREST Hunting One
Romance,1,Four Some
Romance,0,Free-Will
Romance,0,Frencel
Romance,25,Frontier Works
Romance,2,Front Line
Romance,0,Fuji&amp;gumi Games
Romance,0,Fujiko F. Fujio Pro
Romance,5,Fuji Pacific Music Publishing
Romance,38,Fuji TV
Romance,0,Fuji Video
Romance,0,FUNimation Entertainment
Romance,1,Futabasha
Romance,0,Future Planet
Romance,1,GAGA Communications
Romance,0,Gainax
Romance,3,Gakken
Romance,0,Gakken Eigakyoku
Romance,1,G&amp;G Entertainment
Romance,15,GANSIS
Romance,0,GARDEN LODGE
Romance,4,GDH
Romance,0,Geidai Animation
Romance,0,Geijutsu Eigasha
Romance,0,Gen&#039;ei
Romance,39,Genco
Romance,0,Gendai Production
Romance,37,Geneon Universal Entertainment
Romance,0,Geno Studio
Romance,0,GEN Productions
Romance,0,Gentosha Comics
Romance,0,gimik
Romance,0,Ginga Ya
Romance,0,Glams
Romance,2,Glovision
Romance,2,G-mode
Romance,0,GODxDOG Production
Romance,6,Good Smile Company
Romance,0,Graphinica
Romance,0,Grasshoppa!
Romance,3,Green Bunny
Romance,0,Grooove
Romance,1,Grouper Productions
Romance,14,Group TAC
Romance,0,Hakoniwa Academy Student Council
Romance,3,Hakuhodo DY Media Partners
Romance,1,Hakuhodo DY Music &amp; Pictures
Romance,15,Hakusensha
Romance,12,Half H.P Studio
Romance,6,Hal Film Maker
Romance,0,Hang Zhou StarQ
Romance,0,Haoliners Animation League
Romance,11,Happinet Pictures
Romance,0,Harappa
Romance,0,Hasbro
Romance,0,HeART-BIT
Romance,0,Heewon Entertainment
Romance,0,Hero Communication
Romance,0,Heroz
Romance,0,Higa Brothers Production
Romance,0,Himajin Planning
Romance,0,Himeyuri Alumnae Incorporated Foundation
Romance,0,Hiro Media
Romance,0,Hiroshi Planning
Romance,0,Hisashishi Videos
Romance,0,Hobby Japan
Romance,1,Hobi Animation
Romance,0,Hobibox
Romance,0,Hokkaido Azmacy
Romance,0,Hokkaido Cultural Broadcasting
Romance,5,Hoods Entertainment
Romance,1,Horannabi
Romance,0,HoriPro
Romance,0,Hoso Seisaku Doga
Romance,0,Hot Bear
Romance,0,Hotline
Romance,1,Houbunsha
Romance,2,i0+
Romance,2,Idea Factory
Romance,0,ILCA
Romance,0,Image Kei
Romance,0,Imagi
Romance,1,Imagica
Romance,0,Imagica West
Romance,3,Imagin
Romance,1,I-move
Romance,0, Inc.
Romance,0,Indeprox
Romance,0,Index
Romance,0,indigo line
Romance,3,Infinite
Romance,1,ING
Romance,0,Innocent Grey
Romance,0,International Digital Artist
Romance,1,Inu x Boku SS Production Partners
Romance,0,Itasca Studio
Romance,0,I.Toon
Romance,0,I was a Ballerina
Romance,0,Iwatobi High School Swimming Club
Romance,0,Iyasakadou Film
Romance,3,Jade Animation
Romance,0,Jam
Romance,0,JapanAnime
Romance,1,Japan Home Video
Romance,0,J.C.Staff
Romance,1,Jinnan Studio
Romance,0,Jinnis Animation Studios
Romance,0,JM animation
Romance,0,Jormungand Production Partners
Romance,2,Jumondo
Romance,1,Kadokawa Contents Gate
Romance,7,Kadokawa Pictures Japan
Romance,43,Kadokawa Shoten
Romance,0,Kaeruotoko Shokai
Romance,0,KAGAYA Studio
Romance,0,Kamikaze Douga
Romance,1,Kaname Productions
Romance,0,Kanon Sound
Romance,0,Kansai Telecasting Corporation
Romance,0,Katsudou-manga-kan
Romance,0,Kawamoto Productions
Romance,0,KBS
Romance,0,Kenji Studio
Romance,3,KENMedia
Romance,0,K-Factory
Romance,0,Khara
Romance,4,Kids Station
Romance,2,Kimi To Boku Production Partners
Romance,0,King Bee
Romance,2,King Records
Romance,1,Kino Production
Romance,0,Kinoshita Koumuten
Romance,16,Kitty Films
Romance,1,Kitty Media
Romance,0,Kiyosumi High School Mahjong Club
Romance,42,KlockWorx
Romance,0,KMMJ Studios
Romance,0,Knack Animation
Romance,5,Knack Productions
Romance,33,Kodansha
Romance,5,Koei
Romance,1,Koei Tecmo Games
Romance,1,Kojiro Shishido Animation Works
Romance,2,Kokusai Eigasha
Romance,1,Konami
Romance,0,Konami Digital Entertainment
Romance,0,KOO-KI
Romance,20,KSS
Romance,1,Kuri Jikken Manga Kobo
Romance,0,Kyodo Eiga
Romance,1,Kyoraku Industrial Holdings
Romance,1,Kyoto Animation
Romance,0,Kyotoma
Romance,0,Kyowa Film
Romance,0,L.
Romance,0,Lambert
Romance,0,LandQ studios
Romance,0,Langmaor
Romance,84,Lantis
Romance,0,Lapis
Romance,0,Lastrum Music
Romance,1,Lawson
Romance,2,Lawson HMV Entertainment
Romance,2,Lemon Heart
Romance,0,Level-5
Romance,1,LIDENFILMS
Romance,0,Life Work
Romance,0,Light Chaser Animation Studios
Romance,0,Liverpool
Romance,0,LMD
Romance,1, Ltd.
Romance,1,Lucent Pictures Entertainment
Romance,0,Lucky Paradise
Romance,0,Lune Pictures
Romance,0,M2
Romance,0,Mad Box
Romance,0,Madhouse
Romance,0,Madoka Partners
Romance,8,MAGES.
Romance,1,Mag Garden
Romance,2,Magic Bus
Romance,17,Magic Capsule
Romance,0,Magic Lantern Film
Romance,0,Maikaze
Romance,19,Mainichi Broadcasting System
Romance,0,Majin
Romance,1,Marine Entertainment
Romance,2,Marubeni
Romance,0,Maru Production
Romance,6,Marvelous AQL
Romance,11,Marvelous Entertainment
Romance,0,Marvy Jack
Romance,0,Mary Jane
Romance,0,Marza Animation Planet
Romance,0,Maxell E-Cube
Romance,0,Media Bank
Romance,1,Media Blasters
Romance,0,Media Castle
Romance,0,Media Do
Romance,42,Media Factory
Romance,2,MediaNet
Romance,0,Media Rings
Romance,1,Medicos Entertainment
Romance,0,Medicrie
Romance,0,Meiji Seika
Romance,5,Mellow Head
Romance,10,Memory-Tech
Romance,1,Milestone Music Publishing
Romance,0,Milkshake
Romance,2,Milky Animation Label
Romance,1,Milky Cartoon
Romance,0,Minami Machi Bugyousho
Romance,0,Ministry of the Navy
Romance,0,Mippei Eigeki Kiryuukan
Romance,1,Miracle Bus
Romance,0,Miracle Robo
Romance,0,Mirai Film
Romance,0,Misseri Studio
Romance,0,Mistral Japan
Romance,0,MK Pictures
Romance,0,MMDGP
Romance,1,Mobcast
Romance,0,Möbius Tone
Romance,7,m.o.e.
Romance,0,Monomusik
Romance,0,Moonstone Cherry
Romance,53,Movic
Romance,0,M.S.C
Romance,0,MS Pictures
Romance,1,Mushi Production
Romance,0,Myung Films
Romance,3,Nagoya TV Housou
Romance,0,Nakamura Production
Romance,0,Namco Bandai Games
Romance,0,N&amp;G Production
Romance,0,Natsuiro Kiseki Production Partners
Romance,0,Natural High
Romance,0,NAZ
Romance,7,NBCUniversal Entertainment Japan
Romance,1,NEC Avenue
Romance,1,Nelvana
Romance,0,Network
Romance,1,Nexon
Romance,0,Next
Romance,26,NHK
Romance,0,NHK-BS2
Romance,0,Nichiei Agency
Romance,0,Nihikime no Dozeu
Romance,21,Nihon Ad Systems
Romance,0,Nihon Falcom
Romance,0,Nihon Hoso Eigasha
Romance,0,Nikkatsu
Romance,0,Nikkatsu Mukojima
Romance,0,Nintendo
Romance,0,Nintendo of America
Romance,0,Nippon Animation
Romance,11,Nippon Columbia
Romance,0,Nippon Shuppan Hanbai (Nippan) K.K.
Romance,0,Nippon Television Music Corporation
Romance,15,Nippon Television Network Corporation
Romance,0,Nitroplus
Romance,6,Notes
Romance,0,NOTTV
Romance,1,Nozomi Entertainment
Romance,7,NTT Docomo
Romance,3,NuTech Digital
Romance,0,NYAV Post
Romance,1,OB Planning
Romance,0,Obtain Future
Romance,0,Oddjob
Romance,0,Office AO
Romance,0,Oh! Production
Romance,0,OLE-M
Romance,0,Olive Studio
Romance,0,OLM
Romance,0,Omnibus Japan
Romance,1,Opera House
Romance,2,Orange
Romance,0,Osaka University of Arts
Romance,0,Otogi Production
Romance,0,Overlap
Romance,0,Oxybot
Romance,0,Oz
Romance,0,Palm Studio
Romance,0,Panda Factory
Romance,0,Panmedia
Romance,0,PansonWorks
Romance,0,Pashmina
Romance,0,Pastel
Romance,0,Pencil
Romance,0,Penta Show Studios
Romance,0,Peter Pan Creation
Romance,2,Phoenix Entertainment
Romance,5,Picture Magic
Romance,0,Pie in The Sky
Romance,16,Pink Pineapple
Romance,20,Pioneer LDC
Romance,0,Pixy
Romance,0,Planet
Romance,1,Plum
Romance,0,Plus Heads
Romance,0,Po10tial
Romance,0,Polygon Pictures
Romance,0,Polygram Japan
Romance,0,Poncotan
Romance,52,Pony Canyon
Romance,0,PoPoCo
Romance,0,PoRO
Romance,0,Postgal Workshop
Romance,0,PPM
Romance,1,PPP
Romance,0,P Productions
Romance,5,PRA
Romance,0,Primastea
Romance,1,PrimeTime
Romance,0,Procidis
Romance,0,Production GoodBook
Romance,1,Production I.G
Romance,1,Production Reed
Romance,0,Project Eureka AO
Romance,0,Project IS
Romance,1,project lights
Romance,0,Project No.9
Romance,0,Project No Name
Romance,0,Project Railgun
Romance,0,Project Team Eikyuu Kikan
Romance,0,PSG
Romance,1,Public &amp; Basic
Romance,0,Purple Cow Studio Japan
Romance,0,Puzzle Animation Studio Limited
Romance,0,Q-Tec
Romance,1,Queen Bee
Romance,0,RAB Aomori Broadcasting Corporation
Romance,0,Rabbit Gate
Romance,6,Radix
Romance,0,Raku High Student Council
Romance,5,Rakuonsha
Romance,0,Rambling Records
Romance,0,RAMS
Romance,0,Rankin/Bass
Romance,0,RCC Chugoku Broadcasting
Romance,1,Remic
Romance,0,RG Animation Studios
Romance,0,Right Gauge
Romance,0,RightTracks
Romance,3,Rikuentai
Romance,0,Ripple Film
Romance,0,Ripromo
Romance,0,Rironsha
Romance,1,Robot
Romance,0,RoiVisual
Romance,4,Romantica club !!
Romance,15,Rondo Robe
Romance,0,RTHK
Romance,2,Ryukyu Asahi Broadcasting
Romance,0,Saban Brands
Romance,0,Saban Entertainment
Romance,0,Sakura Color Film
Romance,3,Sakura Create
Romance,0,Sakura Motion Picture
Romance,0,Sakura Production
Romance,1,SamBakZa
Romance,0,Sammy
Romance,0,Sanctuary
Romance,0,Sankyo Planning
Romance,3,Sanrio
Romance,0,Sanrio Digital
Romance,0,San-X
Romance,0,Sanyo
Romance,0,Sav! The World Productions
Romance,0,SBS TV Production
Romance,0,Schoolzone
Romance,0,SEDIC International
Romance,2,Sega
Romance,0,seikaisha
Romance,0,SEK Studios
Romance,0,Senran Kagura Partners
Romance,0,Sentai Filmworks
Romance,0,Seta Corporation
Romance,0,Shanghai Animation Film Studio
Romance,1,Shelty
Romance,0,Shinano Kikaku
Romance,0,Shin-Ei Animation
Romance,0,Shingeki no Kyojin Team
Romance,1,Shinkuukan
Romance,0,Shinwon Productions
Romance,0,Shinyusha
Romance,0,Shirogumi
Romance,0,Shizuoka Broadcasting System
Romance,9,Shochiku
Romance,2,Shogakukan
Romance,1,Shogakukan Music &amp; Digital Entertainment
Romance,12,Shogakukan Productions
Romance,27,Showgate
Romance,32,Shueisha
Romance,0,Shuuhei Morita
Romance,1,SIDO LIMITED
Romance,1,Silky’s
Romance,0,Skouras
Romance,1,SKY Perfect Well Think
Romance,0,Slowcurve
Romance,5,SME Visual Works
Romance,0,SOEISHINSHA
Romance,5,SoftBank Creative Corp.
Romance,4,Soft Garage
Romance,0,Soft on Demand
Romance,2,SoftX
Romance,4,Sogo Vision
Romance,0,Sola Digital Arts
Romance,3,Sol Blade
Romance,0,Solid Vox
Romance,3,Sony Music Communications
Romance,24,Sony Music Entertainment
Romance,4,Sony PCL
Romance,3,Sony Pictures Entertainment
Romance,38,Sotsu
Romance,0,Sovat Theater
Romance,0,Soyuzmultfilm
Romance,0,Space Neko Company Ltd.
Romance,0,Space Shower Music
Romance,0,Sparky Animation
Romance,0,SPEED
Romance,0,SPO Entertainment
Romance,12,Square Enix
Romance,41,Starchild Records
Romance,0,Steve N&#039; Steven
Romance,0,Strawberry Meets Pictures
Romance,0,Studio 1st
Romance,0,Studio 9 MAiami
Romance,0,Studio A-CAT
Romance,0,Studio Anima
Romance,0,Studio Binzo
Romance,0,Studio Blanc
Romance,0,Studio Cab
Romance,1,Studio Colorido
Romance,8,Studio Comet
Romance,0,Studio Compile
Romance,0,Studio Core
Romance,0,Studio Curtain
Romance,0,Studio Dadashow
Romance,0,Studio Deva Loka
Romance,0,Studio Don Juan
Romance,0,Studio Egg
Romance,0,Studio elle
Romance,0,Studio Eromatick
Romance,3,Studio Fantasia
Romance,1,Studio Flag
Romance,0,Studio G-1Neo
Romance,0,Studio Gallop
Romance,0,Studio GDW
Romance,0,Studio Ghibli
Romance,0,Studio GOONEYS
Romance,0,Studio Gram
Romance,1,Studio Hibari
Romance,0,Studio Izena
Romance,25,Studio Jack
Romance,1,Studio Junio
Romance,0,Studio Kaab
Romance,0,Studio Kajino
Romance,2,Studio Kelmadick
Romance,0,Studio Kikan
Romance,0,Studio Kuma
Romance,4,Studio Kyuuma
Romance,0,Studio Liberty
Romance,0,Studio Live
Romance,0,Studio Lotus
Romance,0,Studio Matrix
Romance,6,Studio Mausu
Romance,0,Studio Mirai
Romance,0,Studio Moriken
Romance,1,Studio MWP
Romance,0,Studio Nem
Romance,0,Studio NOA
Romance,7,Studio Nue
Romance,0,Studio Pastoral
Romance,0,Studio Pierrot
Romance,0,Studio Ponoc
Romance,0,Studio PuYUKAI
Romance,0,StudioRF Inc.
Romance,0,Studio Rikka
Romance,0,Studio Saki Makura
Romance,1,Studio Sign
Romance,0,Studio Signal
Romance,0,Studio Take Off
Romance,0,Studio Ten Carat
Romance,0,Studio Tron
Romance,4,Studio Tulip
Romance,0,Studio Unicorn
Romance,0,Studio Wombat
Romance,2,Studio Zain
Romance,0,Studio Zealot
Romance,0,Studio Zero
Romance,0,Sugar Boy
Romance,0,Sumitomo Corporation
Romance,1,Sunny Side Up
Romance,1,Sunrise
Romance,0,Sunwoo Entertainment
Romance,0,Suzuki Mirano
Romance,2,Synergy Japan
Romance,0,Takahashi Studio
Romance,0,Takara
Romance,0,Takara Tomy A.R.T.S
Romance,1,Takeshobo
Romance,0,TAKI Corporation
Romance,0,Tama Production
Romance,0,Tamura Shigeru Studio
Romance,1,TAP
Romance,1,Tasogare Otome×Amnesia Production Partners
Romance,0,Tatsunoko Production
Romance,56,TBS
Romance,0,TC Entertainment
Romance,0,TCJ
Romance,1,TEAM Entertainment Inc.
Romance,1,teamKG
Romance,0,Techno Sound
Romance,0,Teichiku Entertainment
Romance,0,Tele-Cartoon Japan
Romance,0,Telecom Animation Film
Romance,0,Telescreen BV
Romance,5,Tencent Animation
Romance,4,Tezuka Productions
Romance,0,The Answer Studio
Romance,0,The Berich
Romance,1,The National Film Center Japan
Romance,0,The Village of Marchen
Romance,0,Think Corporation
Romance,3,Three Fat Samurai
Romance,1,Tin House
Romance,1,TMS Entertainment
Romance,0,TMS-Kyokuchi
Romance,0,Toei Animation
Romance,5,Toei Video
Romance,4,T.O Entertainment
Romance,8,TOHO animation
Romance,12,Toho Company
Romance,8,Tohokushinsha Film Corporation
Romance,0,Tokai Television
Romance,2,Tokuma Japan
Romance,0,Tokuma Japan Communications
Romance,6,Tokuma Shoten
Romance,0,Tokyo Animation Film
Romance,8,Tokyo Kids
Romance,11,Tokyo Movie Shinsha
Romance,4,Tokyo MX
Romance,0,Tokyo Theatres Company
Romance,0,Tokyu Recreation
Romance,0,Tomoyasu Murata Company
Romance,0,TOMY Company
Romance,0,Tonko House
Romance,0,Topcraft
Romance,0,Toranoana
Romance,3,Toshiba EMI
Romance,11,Toshiba Entertainment
Romance,0,Toy&#039;s Factory
Romance,0,T.P.O
Romance,2,Trans Arts
Romance,0,Trans Cosmos
Romance,1,T-Rex
Romance,4,Triangle Staff
Romance,0,Trick Block
Romance,0,Trilogy Future Studio
Romance,3,Trinet Entertainment
Romance,2,Trinity Sound
Romance,4,Triple X
Romance,0,Tsubasa Entertainment
Romance,0,Tsuburaya Productions
Romance,3,Tsuchida Productions
Romance,0,tsuritama partners
Romance,0,TUBA
Romance,1,TV Aichi
Romance,15,TV Asahi
Romance,1,TV Osaka
Romance,0,TV Setouchi
Romance,49,TV Tokyo
Romance,16,TV Tokyo Music
Romance,1,TYO
Romance,0,TYO Animations
Romance,1,Ultra Super Pictures
Romance,0,U/M/A/A Inc.
Romance,0,UM Productions
Romance,0,Union Cho
Romance,0,Universal Music Japan
Romance,0,Universal Pictures Japan
Romance,0,Universal Radio Studio
Romance,0,Universal Studios
Romance,0,UNLIMITED Partners
Romance,0,Usagi.Ou
Romance,0,Valkyria
Romance,17,VAP
Romance,0,Vasoon Animation
Romance,0,Vega Entertainment
Romance,1,Venet
Romance,1,Venus Vangard
Romance,12,Victor Entertainment
Romance,0,Viki
Romance,1,Visual 80
Romance,3,Visual Art&#039;s
Romance,0,Visual Vision
Romance,3,Viz Media
Romance,0,Volks
Romance,0,Wako Productions
Romance,1,Walkers Company
Romance,0,Walt Disney Studios
Romance,2,WAO World
Romance,10,Warner Bros.
Romance,2,Warner Music Japan
Romance,0,WField
Romance,0,White Bear
Romance,1,Wonder Kids
Romance,13,WOWOW
Romance,0,Xebec
Romance,2,Yahoo! Japan
Romance,0,Yamamura Animation
Romance,0,Yamato Works
Romance,0,Yaoqi
Romance,0,Yellow Film
Romance,9,Yomiko Advertising
Romance,6,Yomiuri Advertising
Romance,8,Yomiuri Telecasting Corporation
Romance,0,Yomiuri TV Enterprise
Romance,2,Yoon&#039;s Color
Romance,1,Y.O.U.C
Romance,4,Youmex
Romance,6,YTV
Romance,7,Yumeta Company
Romance,0,Zack Promotion
Romance,2,ZERO-A
Romance,0,Zero-G Room
Romance,0,Zexcs
Romance,0,ZIZ Entertainment (ZIZ)
Romance,1,ZOOM ENTERPRISE
Romance,0,Zyc
Slice of Life,0,12 Diary Holders
Slice of Life,0,1st PLACE
Slice of Life,0,3xCube
Slice of Life,0,4Kids Entertainment
Slice of Life,0,501st JOINT FIGHTER WING
Slice of Life,0,5pb.
Slice of Life,0,81 Produce
Slice of Life,0,A-1 Pictures
Slice of Life,2,ABC Animation
Slice of Life,0,Academy Productions
Slice of Life,0,ACC Production
Slice of Life,1,AC Create
Slice of Life,1,ACiD FiLM
Slice of Life,0,Active
Slice of Life,0,Adores
Slice of Life,0,Adult Source Media
Slice of Life,0,Advance Syakujii
Slice of Life,0,ADV Films
Slice of Life,1,Age
Slice of Life,1,Age Global Networks
Slice of Life,1,Agent 21
Slice of Life,0,Ai Addiction
Slice of Life,3,AIC
Slice of Life,0,AIC Frontier
Slice of Life,0,AIC Spirits
Slice of Life,0,Ai ga areba Daijobu
Slice of Life,0,Aikikaku Center
Slice of Life,0,Aiko
Slice of Life,0,AIR AGENCY
Slice of Life,2,Ajia-Do
Slice of Life,0,Akabanten
Slice of Life,2,Akita Shoten
Slice of Life,0,AKOM
Slice of Life,1,Alchemist
Slice of Life,0,A Line
Slice of Life,0,Allure
Slice of Life,0,Amber Film Works
Slice of Life,0,Amgakuin
Slice of Life,0,AMG MUSIC
Slice of Life,0,Amino
Slice of Life,0,Amuse
Slice of Life,0,Amuse Pictures
Slice of Life,0,Angelfish
Slice of Life,0,ANIK
Slice of Life,0,Animac
Slice of Life,0,AniMan
Slice of Life,0,Animaruya
Slice of Life,2,Animate Film
Slice of Life,1,Animatic
Slice of Life,0,Animation 21
Slice of Life,13,Animation Do
Slice of Life,0,Animatsu
Slice of Life,2,Animax
Slice of Life,0,Anime Antenna Iinkai
Slice of Life,0,Anime Consortium Japan
Slice of Life,1,Animeigo
Slice of Life,0,Anime R
Slice of Life,58,Aniplex
Slice of Life,1,Aniplex of America
Slice of Life,0,Ankama
Slice of Life,0,Annapuru
Slice of Life,0,Anpro
Slice of Life,0,Apollon
Slice of Life,0,APPP
Slice of Life,0,AQUAPLUS
Slice of Life,0,Arcturus
Slice of Life,0,Armor
Slice of Life,0,Arplants
Slice of Life,0,Artland
Slice of Life,0,Artmic
Slice of Life,9,Asahi Broadcasting Corporation
Slice of Life,0,Asahi Production
Slice of Life,1,Asahi Shimbun
Slice of Life,10,Asatsu DK
Slice of Life,8,ASCII Media Works
Slice of Life,1,Ashi Productions
Slice of Life,0,ASIA Documentary Productions
Slice of Life,6,Asmik Ace Entertainment
Slice of Life,0,Assez Finaud Fabric
Slice of Life,3,Atelier Musa
Slice of Life,0,Atlus
Slice of Life,14,AT-X
Slice of Life,1,Aubec
Slice of Life,0,Audio Highs
Slice of Life,0,Audio Planning U
Slice of Life,3,Audio Tanaka
Slice of Life,0,Avaco Creative Studios
Slice of Life,4,Avex Entertainment
Slice of Life,1,Avex Pictures
Slice of Life,0,AYCO
Slice of Life,0,Azeta Pictures
Slice of Life,0,Azumaker
Slice of Life,0,Bandai
Slice of Life,0,Bandai Entertainment
Slice of Life,0,Bandai Namco Entertainment
Slice of Life,0,Bandai Namco Live Creative
Slice of Life,0,Bandai Namco Pictures
Slice of Life,36,Bandai Visual
Slice of Life,0,Banpresto
Slice of Life,1,Baramiri
Slice of Life,0,Barnum Studio
Slice of Life,0,BEAM Entertainment
Slice of Life,0,Beat Frog
Slice of Life,0,Bee Media
Slice of Life,0,Bee Train
Slice of Life,1,BeeWorks
Slice of Life,0,Beijing Sharaku Art
Slice of Life,0,Beijing Sunchime Happy Culture Company
Slice of Life,0,Being
Slice of Life,0,Benesse Corporation
Slice of Life,0,BeSTACK
Slice of Life,0,Big Bang
Slice of Life,3,BIGLOBE
Slice of Life,0,Big West
Slice of Life,3,bilibili
Slice of Life,0,Bishop
Slice of Life,0,Bitgang
Slice of Life,0,Bliss Pictures
Slice of Life,0,Blue Eyes
Slice of Life,1,BMG Japan
Slice of Life,0,BOOTLEG
Slice of Life,4,Bouncy
Slice of Life,0,BreakBottle
Slice of Life,3,Broccoli
Slice of Life,2,BS11
Slice of Life,4,BS Fuji
Slice of Life,0,BS-i
Slice of Life,0,BS Japan
Slice of Life,1,BS-TBS
Slice of Life,9,Bushiroad
Slice of Life,0,Byakuya Shobo
Slice of Life,2,C2C
Slice of Life,0,Calf Studio
Slice of Life,0,Cammot
Slice of Life,1,C &amp; I entertainment
Slice of Life,0,Capcom
Slice of Life,0,Carp Studio
Slice of Life,0,Casio Entertainment
Slice of Life,0,CBC
Slice of Life,0,CBS
Slice of Life,0,CCTV Animation Co. LTD
Slice of Life,2,Chaos Project
Slice of Life,2,chara-ani.com
Slice of Life,0,CherryLips
Slice of Life,0,ChiChinoya
Slice of Life,0,Children&#039;s Playground Entertainment
Slice of Life,0,Chrono Gear Creative
Slice of Life,0,Chugai Mining Co.
Slice of Life,0,Chungeorahm Film
Slice of Life,0,Chuubu Nihon Kyouei
Slice of Life,0,Cinema Tohoku
Slice of Life,0,CinePix
Slice of Life,0,Clarion
Slice of Life,0,Coamix
Slice of Life,0,Coastline Animation Studio
Slice of Life,2,Code
Slice of Life,0,Collaboration Works
Slice of Life,4,comico
Slice of Life,1,Comic Umenohone
Slice of Life,35,CoMix Wave Films
Slice of Life,0,Comstock
Slice of Life,0,Cookie Jar Entertainment
